id,mode,type,domain,query,product,session,success,steps,correct,latency_ms,confidence,confidence_raw,confidence_cal,cost_retrieval_calls,cost_rule_checks,cost_tokens_in,cost_tokens_out,n_steps,answer,expected_contains,cost_usd_running,model,temperature,max_context_chars,max_output_tokens,harness_commit
battery.kb.logic.00756,GPT4O_LONGCTX,logic,battery,Is LiCell-107 a Product?,,s1,1,"[{""source"": ""GPT4O_LONGCTX"", ""text"": ""yes"", ""request_id"": ""req_7d497cd22310480aaac1ee4c5cce6585"", ""execution_api"": ""live""}]",1,,0.85,0.85,0.85,1,0,708,1,1,yes,Product,,gpt-4o-mini-2024-07-18,0.0,12000,200,b3da0efcb33025a739a784324b844af10ebe8a35
battery.kb.logic.00757,GPT4O_LONGCTX,logic,battery,Is LiCell-039 a Product?,,s1,1,"[{""source"": ""GPT4O_LONGCTX"", ""text"": ""yes"", ""request_id"": ""req_ce3f6d34b39f413f85d0749859127746"", ""execution_api"": ""live""}]",1,,0.85,0.85,0.85,1,0,710,1,1,yes,Product,,gpt-4o-mini-2024-07-18,0.0,12000,200,b3da0efcb33025a739a784324b844af10ebe8a35
battery.kb.logic.00758,GPT4O_LONGCTX,logic,battery,Is LiCell-088 a Battery?,,s1,1,"[{""source"": ""GPT4O_LONGCTX"", ""text"": ""yes"", ""request_id"": ""req_2c9be7d00bb14e6299c72e26341e9a7b"", ""execution_api"": ""live""}]",1,,0.85,0.85,0.85,1,0,729,1,1,yes,Battery,,gpt-4o-mini-2024-07-18,0.0,12000,200,b3da0efcb33025a739a784324b844af10ebe8a35
battery.kb.logic.00759,GPT4O_LONGCTX,logic,battery,Is LiCell-118 a Rechargeable Battery?,,s1,1,"[{""source"": ""GPT4O_LONGCTX"", ""text"": ""yes"", ""request_id"": ""req_3f67be7d925e4bc38400b815e8da9411"", ""execution_api"": ""live""}]",1,,0.85,0.85,0.85,1,0,730,1,1,yes,Rechargeable Battery,,gpt-4o-mini-2024-07-18,0.0,12000,200,b3da0efcb33025a739a784324b844af10ebe8a35
battery.kb.logic.00760,GPT4O_LONGCTX,logic,battery,Is LiCell-149 a Rechargeable Battery?,,s1,1,"[{""source"": ""GPT4O_LONGCTX"", ""text"": ""yes"", ""request_id"": ""req_d99694bd7b574b73b0e8e9c418334120"", ""execution_api"": ""live""}]",1,,0.85,0.85,0.85,1,0,725,1,1,yes,Rechargeable Battery,,gpt-4o-mini-2024-07-18,0.0,12000,200,b3da0efcb33025a739a784324b844af10ebe8a35
battery.kb.logic.00761,GPT4O_LONGCTX,logic,battery,Is LiCell-120 a Product?,,s1,1,"[{""source"": ""GPT4O_LONGCTX"", ""text"": ""yes"", ""request_id"": ""req_c3110008574f4459abfc0da65336070c"", ""execution_api"": ""live""}]",1,,0.85,0.85,0.85,1,0,708,1,1,yes,Product,,gpt-4o-mini-2024-07-18,0.0,12000,200,b3da0efcb33025a739a784324b844af10ebe8a35
battery.kb.logic.00762,GPT4O_LONGCTX,logic,battery,Is LiCell-114 a Thing?,,s1,1,"[{""source"": ""GPT4O_LONGCTX"", ""text"": ""yes"", ""request_id"": ""req_b017a9ed944e46bbb7f90d33396e257c"", ""execution_api"": ""live""}]",1,,0.85,0.85,0.85,1,0,708,1,1,yes,Thing,,gpt-4o-mini-2024-07-18,0.0,12000,200,b3da0efcb33025a739a784324b844af10ebe8a35
battery.kb.logic.00763,GPT4O_LONGCTX,logic,battery,Is LiCell-109 a Battery?,,s1,1,"[{""source"": ""GPT4O_LONGCTX"", ""text"": ""yes"", ""request_id"": ""req_1ddb02d14cba4024a985e3452420a495"", ""execution_api"": ""live""}]",1,,0.85,0.85,0.85,1,0,729,1,1,yes,Battery,,gpt-4o-mini-2024-07-18,0.0,12000,200,b3da0efcb33025a739a784324b844af10ebe8a35
battery.kb.logic.00764,GPT4O_LONGCTX,logic,battery,Is LiCell-033 a Rechargeable Battery?,,s1,1,"[{""source"": ""GPT4O_LONGCTX"", ""text"": ""yes"", ""request_id"": ""req_0c3f1dbf68cd40d6b09966012e385f00"", ""execution_api"": ""live""}]",1,,0.85,0.85,0.85,1,0,727,1,1,yes,Rechargeable Battery,,gpt-4o-mini-2024-07-18,0.0,12000,200,b3da0efcb33025a739a784324b844af10ebe8a35
battery.kb.logic.00765,GPT4O_LONGCTX,logic,battery,Is LiCell-108 a Rechargeable Battery?,,s1,1,"[{""source"": ""GPT4O_LONGCTX"", ""text"": ""yes"", ""request_id"": ""req_e19f8d089f95438f9ea05fd93b1cc0ad"", ""execution_api"": ""live""}]",1,,0.85,0.85,0.85,1,0,727,1,1,yes,Rechargeable Battery,,gpt-4o-mini-2024-07-18,0.0,12000,200,b3da0efcb33025a739a784324b844af10ebe8a35
battery.kb.logic.00766,GPT4O_LONGCTX,logic,battery,Is LiCell-136 a Thing?,,s1,1,"[{""source"": ""GPT4O_LONGCTX"", ""text"": ""yes"", ""request_id"": ""req_802cd5384b374189ab8d68a61e8e7ea3"", ""execution_api"": ""live""}]",1,,0.85,0.85,0.85,1,0,710,1,1,yes,Thing,,gpt-4o-mini-2024-07-18,0.0,12000,200,b3da0efcb33025a739a784324b844af10ebe8a35
battery.kb.logic.00767,GPT4O_LONGCTX,logic,battery,Is LiCell-143 a Battery?,,s1,1,"[{""source"": ""GPT4O_LONGCTX"", ""text"": ""yes"", ""request_id"": ""req_4e4faf6ebdd54d82b71123318e3fc49d"", ""execution_api"": ""live""}]",1,,0.85,0.85,0.85,1,0,730,1,1,yes,Battery,,gpt-4o-mini-2024-07-18,0.0,12000,200,b3da0efcb33025a739a784324b844af10ebe8a35
battery.kb.logic.00768,GPT4O_LONGCTX,logic,battery,Is LiCell-005 a Rechargeable Battery?,,s1,1,"[{""source"": ""GPT4O_LONGCTX"", ""text"": ""yes"", ""request_id"": ""req_7d56ea8eca624f5d88eaa5dd27fe1fd2"", ""execution_api"": ""live""}]",1,,0.85,0.85,0.85,1,0,732,1,1,yes,Rechargeable Battery,,gpt-4o-mini-2024-07-18,0.0,12000,200,b3da0efcb33025a739a784324b844af10ebe8a35
battery.kb.logic.00769,GPT4O_LONGCTX,logic,battery,Is LiCell-103 a Product?,,s1,1,"[{""source"": ""GPT4O_LONGCTX"", ""text"": ""yes"", ""request_id"": ""req_5d585c94402740188f42d1f2a38147e7"", ""execution_api"": ""live""}]",1,,0.85,0.85,0.85,1,0,711,1,1,yes,Product,,gpt-4o-mini-2024-07-18,0.0,12000,200,b3da0efcb33025a739a784324b844af10ebe8a35
battery.kb.logic.00770,GPT4O_LONGCTX,logic,battery,Is deprecated a AnnotationProperty?,,s1,0,"[{""source"": ""GPT4O_LONGCTX"", ""text"": ""no"", ""request_id"": ""req_33823d8960c34f48b84704a36e54b1d4"", ""execution_api"": ""live""}]",0,,0.45,0.45,0.45,1,0,465,1,1,no,AnnotationProperty,,gpt-4o-mini-2024-07-18,0.0,12000,200,b3da0efcb33025a739a784324b844af10ebe8a35
battery.kb.logic.00771,GPT4O_LONGCTX,logic,battery,Is LiCell-056 a Product?,,s1,1,"[{""source"": ""GPT4O_LONGCTX"", ""text"": ""yes"", ""request_id"": ""req_ab46157c6c07462ea2307dbd14dd8eef"", ""execution_api"": ""live""}]",1,,0.85,0.85,0.85,1,0,708,1,1,yes,Product,,gpt-4o-mini-2024-07-18,0.0,12000,200,b3da0efcb33025a739a784324b844af10ebe8a35
battery.kb.logic.00772,GPT4O_LONGCTX,logic,battery,Is LiCell-049 a Product?,,s1,1,"[{""source"": ""GPT4O_LONGCTX"", ""text"": ""yes"", ""request_id"": ""req_2d1bdc6031e9485eb5a395e8c1d95377"", ""execution_api"": ""live""}]",1,,0.85,0.85,0.85,1,0,711,1,1,yes,Product,,gpt-4o-mini-2024-07-18,0.0,12000,200,b3da0efcb33025a739a784324b844af10ebe8a35
battery.kb.logic.00773,GPT4O_LONGCTX,logic,battery,Is LiCell-004 a Product?,,s1,1,"[{""source"": ""GPT4O_LONGCTX"", ""text"": ""yes"", ""request_id"": ""req_a27bb15763204e6287d825260c6c914b"", ""execution_api"": ""live""}]",1,,0.85,0.85,0.85,1,0,714,1,1,yes,Product,,gpt-4o-mini-2024-07-18,0.0,12000,200,b3da0efcb33025a739a784324b844af10ebe8a35
battery.kb.logic.00774,GPT4O_LONGCTX,logic,battery,Is LiCell-076 a Battery?,,s1,1,"[{""source"": ""GPT4O_LONGCTX"", ""text"": ""yes"", ""request_id"": ""req_11c5b1d0d24142c0bdb36030a5291766"", ""execution_api"": ""live""}]",1,,0.85,0.85,0.85,1,0,723,1,1,yes,Battery,,gpt-4o-mini-2024-07-18,0.0,12000,200,b3da0efcb33025a739a784324b844af10ebe8a35
battery.kb.logic.00775,GPT4O_LONGCTX,logic,battery,Is LiCell-032 a Rechargeable Battery?,,s1,1,"[{""source"": ""GPT4O_LONGCTX"", ""text"": ""yes"", ""request_id"": ""req_c8997c804732480fa6d1684f4b1431ac"", ""execution_api"": ""live""}]",1,,0.85,0.85,0.85,1,0,730,1,1,yes,Rechargeable Battery,,gpt-4o-mini-2024-07-18,0.0,12000,200,b3da0efcb33025a739a784324b844af10ebe8a35
battery.kb.logic.00776,GPT4O_LONGCTX,logic,battery,Is LiCell-137 a Battery?,,s1,1,"[{""source"": ""GPT4O_LONGCTX"", ""text"": ""yes"", ""request_id"": ""req_21a8c49824404222ac383788696a52db"", ""execution_api"": ""live""}]",1,,0.85,0.85,0.85,1,0,725,1,1,yes,Battery,,gpt-4o-mini-2024-07-18,0.0,12000,200,b3da0efcb33025a739a784324b844af10ebe8a35
battery.kb.logic.00777,GPT4O_LONGCTX,logic,battery,Is LiCell-062 a Rechargeable Battery?,,s1,1,"[{""source"": ""GPT4O_LONGCTX"", ""text"": ""yes"", ""request_id"": ""req_4886f5dc2e7c4998a63ec4a8c4c46d2c"", ""execution_api"": ""live""}]",1,,0.85,0.85,0.85,1,0,729,1,1,yes,Rechargeable Battery,,gpt-4o-mini-2024-07-18,0.0,12000,200,b3da0efcb33025a739a784324b844af10ebe8a35
battery.kb.logic.00778,GPT4O_LONGCTX,logic,battery,Is seeAlso a AnnotationProperty?,,s1,0,"[{""source"": ""GPT4O_LONGCTX"", ""text"": ""no"", ""request_id"": ""req_26a29f6b6c664f3cbd0073fc0ad1b060"", ""execution_api"": ""live""}]",0,,0.45,0.45,0.45,1,0,466,1,1,no,AnnotationProperty,,gpt-4o-mini-2024-07-18,0.0,12000,200,b3da0efcb33025a739a784324b844af10ebe8a35
battery.kb.logic.00779,GPT4O_LONGCTX,logic,battery,Is LiCell-102 a Thing?,,s1,1,"[{""source"": ""GPT4O_LONGCTX"", ""text"": ""yes"", ""request_id"": ""req_22f6503edfbb4fb99e81a1cb46d7359c"", ""execution_api"": ""live""}]",1,,0.85,0.85,0.85,1,0,711,1,1,yes,Thing,,gpt-4o-mini-2024-07-18,0.0,12000,200,b3da0efcb33025a739a784324b844af10ebe8a35
battery.kb.logic.00780,GPT4O_LONGCTX,logic,battery,Is LiCell-002 a Thing?,,s1,1,"[{""source"": ""GPT4O_LONGCTX"", ""text"": ""yes"", ""request_id"": ""req_9d6056c3a5654903b660d63e4adf1ddf"", ""execution_api"": ""live""}]",1,,0.85,0.85,0.85,1,0,713,1,1,yes,Thing,,gpt-4o-mini-2024-07-18,0.0,12000,200,b3da0efcb33025a739a784324b844af10ebe8a35
battery.kb.logic.00781,GPT4O_LONGCTX,logic,battery,Is LiCell-002 a Product?,,s1,1,"[{""source"": ""GPT4O_LONGCTX"", ""text"": ""yes"", ""request_id"": ""req_6651c9e80e8d4440b6d03e549c05e1f0"", ""execution_api"": ""live""}]",1,,0.85,0.85,0.85,1,0,713,1,1,yes,Product,,gpt-4o-mini-2024-07-18,0.0,12000,200,b3da0efcb33025a739a784324b844af10ebe8a35
battery.kb.logic.00782,GPT4O_LONGCTX,logic,battery,Is LiCell-005 a Battery?,,s1,1,"[{""source"": ""GPT4O_LONGCTX"", ""text"": ""yes"", ""request_id"": ""req_a03e6cde1f0949c2b352be2d4951ad31"", ""execution_api"": ""live""}]",1,,0.85,0.85,0.85,1,0,730,1,1,yes,Battery,,gpt-4o-mini-2024-07-18,0.0,12000,200,b3da0efcb33025a739a784324b844af10ebe8a35
