id,mode,type,domain,query,product,session,success,steps,correct,latency_ms,confidence,confidence_raw,confidence_cal,cost_retrieval_calls,cost_rule_checks,cost_tokens_in,cost_tokens_out,n_steps,answer,expected_contains,cost_usd_running,model,temperature,max_context_chars,max_output_tokens,harness_commit
battery.kb.logic.00730,LINC,logic,battery,Is LiCell-006 a Rechargeable Battery?,,s1,1,"[{""source"": ""LINC"", ""text"": ""Premises: \n1. ext:batt_006 a ext:LithiumIonBattery.\n2. ext:LithiumIonBattery rdfs:subClassOf ext:RechargeableBattery.\n\nGoal: Is LiCell-006 a Rechargeable Battery?\n\nReasoning: \n- From premise 1, we know that LiCell-006 (ext:batt_006) is a Lithium-ion Battery.\n- From premise 2, we know that all Lithium-ion Batteries are subclasses of Rechargeable Batteries.\n- Therefore, since LiCell-006 is a Lithium-ion Battery, it must also be a Rechargeable Battery.\n\nFinal: yes"", ""request_id"": ""req_ee9c0baa602c44139166ce81f2976d72"", ""execution_api"": ""live""}]",1,,0.85,0.85,0.85,1,0,788,127,1,yes,Rechargeable Battery,,gpt-4o-mini-2024-07-18,0.0,12000,300,b3da0efcb33025a739a784324b844af10ebe8a35
battery.kb.logic.00731,LINC,logic,battery,Is VoltMax a Thing?,,s1,1,"[{""source"": ""LINC"", ""text"": ""Premises: \n1. ext:man_VoltMax a ext:Manufacturer.\n2. ext:man_VoltMax rdfs:label \""VoltMax\"".\n\nGoal: Is VoltMax a Thing?\n\nReasoning: \n- From premise 1, we know that \""VoltMax\"" is classified as a Manufacturer, which is a type of Thing in the ontology.\n- Therefore, since \""VoltMax\"" is a Manufacturer, it qualifies as a Thing.\n\nFinal: yes"", ""request_id"": ""req_331d8de3d2754854a56b8026cde45151"", ""execution_api"": ""live""}]",1,,0.85,0.85,0.85,1,0,1818,95,1,yes,Thing,,gpt-4o-mini-2024-07-18,0.0,12000,300,b3da0efcb33025a739a784324b844af10ebe8a35
battery.kb.logic.00732,LINC,logic,battery,Is nonPositiveInteger a Datatype?,,s1,1,"[{""source"": ""LINC"", ""text"": ""Premises: \n1. nonPositiveInteger a Datatype.\n\nGoal: \nIs nonPositiveInteger a Datatype?\n\nReasoning: \nThe premise states that nonPositiveInteger is classified as a Datatype. Therefore, the answer to the question is directly supported by the premise.\n\nFinal: yes"", ""request_id"": ""req_9806dc5ee9d341e0b901995bfdcc6728"", ""execution_api"": ""live""}]",1,,0.85,0.85,0.85,1,0,523,59,1,yes,Datatype,,gpt-4o-mini-2024-07-18,0.0,12000,300,b3da0efcb33025a739a784324b844af10ebe8a35
battery.kb.logic.00733,LINC,logic,battery,Is LiCell-147 a Thing?,,s1,1,"[{""source"": ""LINC"", ""text"": ""Premises: \n1. ext:batt_147 a ext:LithiumIonBattery.\n2. ext:LithiumIonBattery a owl:Class; rdfs:subClassOf ext:RechargeableBattery.\n3. ext:RechargeableBattery a owl:Class; rdfs:subClassOf ext:Battery.\n4. ext:Battery a owl:Class; rdfs:subClassOf ext:Product.\n5. ext:Product a owl:Class.\n\nGoal: Is LiCell-147 a Thing?\n\nReasoning: \n- From premise 1, we know that LiCell-147 is a Lithium Ion Battery.\n- From premise 2, we see that Lithium Ion Battery is a subclass of Rechargeable Battery.\n- From premise 3, Rechargeable Battery is a subclass of Battery.\n- From premise 4, Battery is a subclass of Product.\n- From premise 5, Product is a class, which implies that anything classified as a Product is a Thing.\n\nSince LiCell-147 is classified as a Lithium Ion Battery, and all subclasses of Product are considered Things, we can conclude that LiCell-147 is indeed a Thing.\n\nFinal: yes"", ""request_id"": ""req_ee0cc128716f4b69af1bbcbdd38ff15b"", ""execution_api"": ""live""}]",1,,0.85,0.85,0.85,1,0,762,238,1,yes,Thing,,gpt-4o-mini-2024-07-18,0.0,12000,300,b3da0efcb33025a739a784324b844af10ebe8a35
battery.kb.logic.00734,LINC,logic,battery,Is LiCell-136 a Rechargeable Battery?,,s1,1,"[{""source"": ""LINC"", ""text"": ""Premises: \n1. ext:batt_136 a ext:LithiumIonBattery.\n2. ext:LithiumIonBattery rdfs:subClassOf ext:RechargeableBattery.\n\nGoal: Is LiCell-136 a Rechargeable Battery?\n\nReasoning: \n- From premise 1, we know that LiCell-136 is classified as a Lithium-ion Battery.\n- From premise 2, we know that Lithium-ion Batteries are a subclass of Rechargeable Batteries.\n- Therefore, since LiCell-136 is a Lithium-ion Battery, it must also be a Rechargeable Battery.\n\nFinal: yes"", ""request_id"": ""req_25b2c9b0e0cb41f881b185d123a276f4"", ""execution_api"": ""live""}]",1,,0.85,0.85,0.85,1,0,785,122,1,yes,Rechargeable Battery,,gpt-4o-mini-2024-07-18,0.0,12000,300,b3da0efcb33025a739a784324b844af10ebe8a35
battery.kb.logic.00735,LINC,logic,battery,Is LiCell-056 a Thing?,,s1,1,"[{""source"": ""LINC"", ""text"": ""Premises: \n1. ext:batt_056 a ext:LithiumIonBattery.\n2. ext:LithiumIonBattery rdfs:label \""Lithium-ion Battery\"".\n3. ext:batt_056 ext:madeBy ext:man_NanoVolt.\n4. ext:batt_056 ext:compatibleWith ext:acc_Case-Pro.\n5. ext:batt_056 ext:hasCapacity ext:cap_056.\n6. ext:batt_056 ext:hasVoltage ext:vol_056.\n7. ext:Battery rdfs:label \""Battery\"".\n8. ext:RechargeableBattery rdfs:subClassOf ext:Battery.\n9. ext:LithiumIonBattery rdfs:subClassOf ext:RechargeableBattery.\n10. ext:Product a owl:Class.\n11. ext:Battery a owl:Class; rdfs:subClassOf ext:Product.\n\nGoal: Is LiCell-056 a Thing?\n\nReasoning: \n- The term \""Thing\"" can be interpreted as any instance of a class in the ontology. \n- The premises indicate that ext:batt_056 is an instance of ext:LithiumIonBattery, which is a subclass of ext:RechargeableBattery, which in turn is a subclass of ext:Battery, and ext:Battery is a subclass of ext:Product.\n- Since ext:Product is a class, and ext:batt_056 is an instance of a subclass of ext:Product"", ""request_id"": ""req_b1af11c706dd466abcbd941396ed45f4"", ""execution_api"": ""live""}]",1,,0.85,0.85,0.85,1,0,764,300,1,"Premises: 
1. ext:batt_056 a ext:LithiumIonBattery.
2. ext:LithiumIonBattery rdfs:label ""Lithium-ion Battery"".
3. ext:batt_056 ext:madeBy ext:man_NanoVolt.
4. ext:batt_056 ext:compatibleWith ext:acc_Case-Pro.
5. ext:batt_056 ext:hasCapacity ext:cap_056.
6. ext:batt_056 ext:hasVoltage ext:vol_056.
7. ext:Battery rdfs:label ""Battery"".
8. ext:RechargeableBattery rdfs:subClassOf ext:Battery.
9. ext:LithiumIonBattery rdfs:subClassOf ext:RechargeableBattery.
10. ext:Product a owl:Class.
11. ext:Battery a owl:Class; rdfs:subClassOf ext:Product.

Goal: Is LiCell-056 a Thing?

Reasoning: 
- The term ""Thing"" can be interpreted as any instance of a class in the ontology. 
- The premises indicate that ext:batt_056 is an instance of ext:LithiumIonBattery, which is a subclass of ext:RechargeableBattery, which in turn is a subclass of ext:Battery, and ext:Battery is a subclass of ext:Product.
- Since ext:Product is a class, and ext:batt_056 is an instance of a subclass of ext:Product",Thing,,gpt-4o-mini-2024-07-18,0.0,12000,300,b3da0efcb33025a739a784324b844af10ebe8a35
battery.kb.logic.00736,LINC,logic,battery,Is LiCell-036 a Battery?,,s1,1,"[{""source"": ""LINC"", ""text"": ""Premises: \n1. ext:batt_036 a ext:LithiumIonBattery.\n2. ext:LithiumIonBattery rdfs:subClassOf ext:RechargeableBattery.\n3. ext:RechargeableBattery rdfs:subClassOf ext:Battery.\n\nGoal: Is LiCell-036 a Battery?\n\nReasoning:\n- From premise 1, we know that LiCell-036 (represented as ext:batt_036) is a Lithium-ion Battery.\n- From premise 2, we know that all Lithium-ion Batteries are subclasses of Rechargeable Batteries.\n- From premise 3, we know that all Rechargeable Batteries are subclasses of Batteries.\n- Therefore, since LiCell-036 is a Lithium-ion Battery, it must also be a Rechargeable Battery and consequently a Battery.\n\nFinal: yes"", ""request_id"": ""req_c41e16e4f45640e5999736a78dd12b84"", ""execution_api"": ""live""}]",1,,0.85,0.85,0.85,1,0,785,165,1,yes,Battery,,gpt-4o-mini-2024-07-18,0.0,12000,300,b3da0efcb33025a739a784324b844af10ebe8a35
battery.kb.logic.00737,LINC,logic,battery,Is LiCell-036 a Thing?,,s1,1,"[{""source"": ""LINC"", ""text"": ""Premises: \n1. ext:batt_036 a ext:LithiumIonBattery.\n2. ext:LithiumIonBattery rdfs:label \""Lithium-ion Battery\"".\n3. ext:batt_036 rdfs:label \""LiCell-036\"".\n4. ext:LithiumIonBattery rdfs:subClassOf ext:RechargeableBattery.\n5. ext:RechargeableBattery rdfs:subClassOf ext:Battery.\n6. ext:Battery rdfs:label \""Battery\"".\n7. ext:Battery a owl:Class.\n\nGoal: Is LiCell-036 a Thing?\n\nReasoning:\n- From premise 1, we know that LiCell-036 is a Lithium-ion Battery.\n- From premise 4, we know that Lithium-ion Battery is a subclass of Rechargeable Battery.\n- From premise 5, we know that Rechargeable Battery is a subclass of Battery.\n- From premise 6, we know that Battery is a class.\n- Since LiCell-036 is classified as a Lithium-ion Battery, and Lithium-ion Battery is a subclass of Battery, it follows that LiCell-036 is also a member of the class Battery.\n- Therefore, LiCell-036 is indeed a Thing, as it belongs to the class of Batteries.\n\nFinal: yes"", ""request_id"": ""req_78c686547c784c93b35922ef79c1e829"", ""execution_api"": ""live""}]",1,,0.85,0.85,0.85,1,0,768,261,1,yes,Thing,,gpt-4o-mini-2024-07-18,0.0,12000,300,b3da0efcb33025a739a784324b844af10ebe8a35
battery.kb.logic.00738,LINC,logic,battery,Is LiCell-101 a Thing?,,s1,1,"[{""source"": ""LINC"", ""text"": ""Premises: \n1. ext:batt_101 a ext:LithiumIonBattery.\n2. ext:batt_101 rdfs:label \""LiCell-101\"".\n3. ext:LithiumIonBattery rdfs:subClassOf ext:RechargeableBattery.\n4. ext:RechargeableBattery rdfs:subClassOf ext:Battery.\n5. ext:Battery rdfs:subClassOf ext:Product.\n6. ext:Product a owl:Class.\n\nGoal: Is LiCell-101 a Thing?\n\nReasoning:\n- From premise 1, we know that LiCell-101 is a Lithium-ion Battery.\n- From premise 3, we know that Lithium-ion Battery is a subclass of Rechargeable Battery.\n- From premise 4, we know that Rechargeable Battery is a subclass of Battery.\n- From premise 5, we know that Battery is a subclass of Product.\n- Since all these classes are part of the hierarchy leading to Product, and Product is defined as a class, we can conclude that LiCell-101, being an instance of Lithium-ion Battery, is also an instance of Product.\n\nFinal: yes"", ""request_id"": ""req_b46e58cc8b754d288a67f7f81b7af89f"", ""execution_api"": ""live""}]",1,,0.85,0.85,0.85,1,0,768,233,1,yes,Thing,,gpt-4o-mini-2024-07-18,0.0,12000,300,b3da0efcb33025a739a784324b844af10ebe8a35
battery.kb.logic.00739,LINC,logic,battery,Is LiCell-085 a Thing?,,s1,1,"[{""source"": ""LINC"", ""text"": ""Premises: \n1. ext:batt_085 a ext:LithiumIonBattery.\n2. ext:batt_085 rdfs:label \""LiCell-085\"".\n3. ext:LithiumIonBattery rdfs:subClassOf ext:RechargeableBattery.\n4. ext:RechargeableBattery rdfs:subClassOf ext:Battery.\n5. ext:Battery rdfs:label \""Battery\"".\n6. ext:Battery a owl:Class; rdfs:subClassOf ext:Product.\n7. ext:Product a owl:Class.\n\nGoal: Is LiCell-085 a Thing?\n\nReasoning: \n- From premise 1, we know that LiCell-085 is a Lithium-ion Battery.\n- From premise 3, we know that Lithium-ion Battery is a subclass of Rechargeable Battery.\n- From premise 4, we know that Rechargeable Battery is a subclass of Battery.\n- From premise 6, we know that Battery is a subclass of Product.\n- Since LiCell-085 is a Lithium-ion Battery, it is also a Rechargeable Battery, a Battery, and ultimately a Product.\n- Therefore, LiCell-085 is a Thing (as it is a member of the class Product).\n\nFinal: yes"", ""request_id"": ""req_6ccf1ba93f49400988cc7308f4520494"", ""execution_api"": ""live""}]",1,,0.85,0.85,0.85,1,0,764,254,1,yes,Thing,,gpt-4o-mini-2024-07-18,0.0,12000,300,b3da0efcb33025a739a784324b844af10ebe8a35
battery.kb.logic.00740,LINC,logic,battery,Is LiCell-015 a Battery?,,s1,1,"[{""source"": ""LINC"", ""text"": ""Premises: \n1. ProductA component is Battery1.\n2. ext:batt_015 a ext:LithiumIonBattery.\n3. ext:LithiumIonBattery rdfs:subClassOf ext:RechargeableBattery.\n4. ext:RechargeableBattery rdfs:subClassOf ext:Battery.\n\nGoal: Is LiCell-015 a Battery?\n\nReasoning:\n- From premise 2, we know that LiCell-015 is a Lithium-ion Battery.\n- From premise 3, we know that all Lithium-ion Batteries are subclasses of Rechargeable Batteries.\n- From premise 4, we know that all Rechargeable Batteries are subclasses of Batteries.\n- Therefore, since LiCell-015 is a Lithium-ion Battery, it must also be a Battery.\n\nFinal: yes"", ""request_id"": ""req_62d63de8e592479c8685d3bde3b17301"", ""execution_api"": ""live""}]",1,,0.85,0.85,0.85,1,0,781,159,1,yes,Battery,,gpt-4o-mini-2024-07-18,0.0,12000,300,b3da0efcb33025a739a784324b844af10ebe8a35
battery.kb.logic.00741,LINC,logic,battery,Is LiCell-018 a Battery?,,s1,1,"[{""source"": ""LINC"", ""text"": ""Premises: \n1. ProductA component is Battery1.\n2. ext:batt_018 a ext:LithiumIonBattery.\n3. ext:LithiumIonBattery rdfs:subClassOf ext:RechargeableBattery.\n4. ext:RechargeableBattery rdfs:subClassOf ext:Battery.\n\nGoal: Is LiCell-018 a Battery?\n\nReasoning:\n- From premise 2, we know that LiCell-018 is a Lithium-ion Battery.\n- From premise 3, we know that all Lithium-ion Batteries are subclasses of Rechargeable Batteries.\n- From premise 4, we know that all Rechargeable Batteries are subclasses of Batteries.\n- Therefore, since LiCell-018 is a Lithium-ion Battery, it must also be a Battery.\n\nFinal: yes"", ""request_id"": ""req_2b5291c8cdc84a33bda8c675ebcb9d66"", ""execution_api"": ""live""}]",1,,0.85,0.85,0.85,1,0,783,159,1,yes,Battery,,gpt-4o-mini-2024-07-18,0.0,12000,300,b3da0efcb33025a739a784324b844af10ebe8a35
battery.kb.logic.00742,LINC,logic,battery,Is LiCell-063 a Battery?,,s1,1,"[{""source"": ""LINC"", ""text"": ""Premises: \n1. ProductA component is Battery1.\n2. ext:batt_063 a ext:LithiumIonBattery.\n3. ext:LithiumIonBattery rdfs:subClassOf ext:RechargeableBattery.\n4. ext:RechargeableBattery rdfs:subClassOf ext:Battery.\n\nGoal: Is LiCell-063 a Battery?\n\nReasoning:\n- From premise 2, we know that LiCell-063 is a Lithium-ion Battery.\n- From premise 3, we know that all Lithium-ion Batteries are subclasses of Rechargeable Batteries.\n- From premise 4, we know that all Rechargeable Batteries are subclasses of Batteries.\n- Therefore, since LiCell-063 is a Lithium-ion Battery, it must also be a Battery.\n\nFinal: yes"", ""request_id"": ""req_6a9aec1b9d994be3adac5855d6759512"", ""execution_api"": ""live""}]",1,,0.85,0.85,0.85,1,0,783,159,1,yes,Battery,,gpt-4o-mini-2024-07-18,0.0,12000,300,b3da0efcb33025a739a784324b844af10ebe8a35
battery.kb.logic.00743,LINC,logic,battery,Is LiCell-132 a Thing?,,s1,1,"[{""source"": ""LINC"", ""text"": ""Premises: \n1. ext:batt_132 a ext:LithiumIonBattery.\n2. ext:batt_132 rdfs:label \""LiCell-132\"".\n3. ext:LithiumIonBattery a owl:Class; rdfs:subClassOf ext:RechargeableBattery.\n4. ext:RechargeableBattery a owl:Class; rdfs:subClassOf ext:Battery.\n5. ext:Battery a owl:Class; rdfs:subClassOf ext:Product.\n6. ext:Product a owl:Class.\n\nGoal: Is LiCell-132 a Thing?\n\nReasoning:\n- From premise 1, we know that LiCell-132 is a Lithium-ion Battery.\n- From premise 3, we see that Lithium-ion Battery is a subclass of Rechargeable Battery.\n- From premise 4, Rechargeable Battery is a subclass of Battery.\n- From premise 5, Battery is a subclass of Product.\n- Since Product is a class, and LiCell-132 is a member of the class hierarchy leading to Product, we can conclude that LiCell-132 is indeed a Thing (as it is an instance of a class that is a subclass of Product).\n\nFinal: yes"", ""request_id"": ""req_5523e858f6d44f74990cbe82f30996a2"", ""execution_api"": ""live""}]",1,,0.85,0.85,0.85,1,0,767,247,1,yes,Thing,,gpt-4o-mini-2024-07-18,0.0,12000,300,b3da0efcb33025a739a784324b844af10ebe8a35
battery.kb.logic.00744,LINC,logic,battery,Is LiCell-078 a Product?,,s1,1,"[{""source"": ""LINC"", ""text"": ""Premises: \n1. ext:batt_078 a ext:LithiumIonBattery.\n2. ext:LithiumIonBattery rdfs:subClassOf ext:RechargeableBattery.\n3. ext:RechargeableBattery rdfs:subClassOf ext:Battery.\n4. ext:Battery rdfs:subClassOf ext:Product.\n\nGoal: Is LiCell-078 a Product?\n\nReasoning: \n- From premise 1, we know that LiCell-078 is a Lithium-ion Battery.\n- From premise 2, we see that Lithium-ion Battery is a subclass of Rechargeable Battery.\n- From premise 3, Rechargeable Battery is a subclass of Battery.\n- From premise 4, Battery is a subclass of Product.\n- Therefore, since LiCell-078 is a Lithium-ion Battery, it is also a Rechargeable Battery, a Battery, and ultimately a Product.\n\nFinal: yes"", ""request_id"": ""req_e8b28cafd5814535ad2daa4b2eac0f44"", ""execution_api"": ""live""}]",1,,0.85,0.85,0.85,1,0,766,185,1,yes,Product,,gpt-4o-mini-2024-07-18,0.0,12000,300,b3da0efcb33025a739a784324b844af10ebe8a35
